Name;Age;Nationality;Overall;Potential;Club;Preferred Foot;Work Rate;Real Face;Position;Finishing;HeadingAccuracy;Dribbling;BallControl;Acceleration;Agility;ShotPower;Stamina;Strength;Aggression;Penalties
F. Obilor;27;Nigeria;61;63;HJK Helsinki;Right;Medium/ Medium;No;RCB;19;63;39;44;58;49;32;51;86;72;36
K. Partida;23;United States;61;66;San Jose Earthquakes;Left;Medium/ Medium;No;LB;45;51;54;55;70;79;46;66;52;63;42
R. Laidlaw;25;Scotland;61;66;Hibernian;Right;Medium/ Medium;No;GK;6;10;14;18;29;21;20;19;69;24;17
S. van Hooijdonk;18;Netherlands;61;75;NAC Breda;Right;Medium/ Medium;No;LM;55;61;59;64;75;64;73;65;72;57;67
F. Mac Allister;22;Argentina;61;70;Argentinos Juniors;Right;Medium/ Medium;No;CM;35;53;63;64;66;61;62;58;62;63;50
A. Fontana;22;Argentina;61;71;Club Atlético Banfield;Right;High/ Medium;No;ST;63;58;56;65;72;58;57;62;65;31;62
E. Ojeda;20;Argentina;61;74;Rosario Central;Right;Medium/ Medium;No;CM;49;55;58;61;61;66;62;61;61;55;56
Y. Mamilonne;26;France;61;64;Paris FC;Right;Medium/ Medium;No;ST;62;70;52;59;66;57;54;58;84;54;65
B. Gaye;20;Gambia;61;73;DSC Arminia Bielefeld;Right;Medium/ Medium;No;GK;5;13;8;15;18;22;18;22;62;18;10
Iñaki Peña;19;Spain;61;78;FC Barcelona;Right;Medium/ Medium;No;GK;6;11;12;18;33;42;24;27;54;17;17
F. Dornebusch;23;Germany;61;67;VfL Bochum 1848;Right;Medium/ Medium;No;GK;18;14;17;19;40;31;20;29;78;19;21
F. Arbeláez;21;Colombia;61;68;Patriotas Boyacá FC;Left;Medium/ Medium;No;LB;35;50;59;55;70;64;33;68;58;49;35
E. Gutiérrez;22;Mexico;61;72;Monterrey;Right;Medium/ High;No;RB;31;53;50;60;68;60;29;65;67;65;42
J. Vásquez;19;Mexico;61;75;Monterrey;Left;Low/ High;No;CB;30;56;34;54;65;50;38;60;65;55;45
T. Björkström;27;Sweden;61;62;IK Sirius;Right;High/ High;No;RB;35;57;49;54;63;63;42;80;67;66;28
J. McCourt;22;England;61;66;Swindon Town;Right;High/ High;No;CM;46;50;50;61;67;55;72;75;63;80;46
Álex Mozo;23;Spain;61;70;CD Leganés;Right;High/ Medium;No;CM;55;47;65;69;68;67;50;60;32;44;66
J. Klinsmann;21;United States;61;75;Hertha BSC;Right;Medium/ Medium;No;GK;5;14;19;19;29;35;39;45;59;25;13
Y. Fofana;19;France;61;78;RC Strasbourg Alsace;Right;Medium/ Medium;No;CDM;40;58;65;60;76;63;56;59;67;63;64
K. Koussou;26;Germany;61;62;TSV 1860 München;Right;High/ Medium;No;RM;42;36;64;56;80;91;48;62;36;49;41
M. Ortega;23;Mexico;61;71;Tigres U.A.N.L.;Left;Medium/ Medium;No;GK;7;10;9;15;29;58;21;26;59;19;21
J. Mäder;21;Germany;61;69;FSV Zwickau;Right;Medium/ Medium;No;RM;57;40;61;62;84;76;62;73;57;41;52
O. Leguizamón;24;Paraguay;61;67;Godoy Cruz;Right;Medium/ Medium;No;ST;68;42;62;65;66;60;52;62;56;38;58
M. Pawelec;32;Poland;61;61;Śląsk Wrocław;Right;Medium/ Medium;No;RB;41;54;51;62;64;65;44;61;67;70;42
T. Bonga;21;Germany;61;69;FSV Zwickau;Right;Medium/ Medium;No;ST;55;63;67;64;77;54;60;67;84;54;51
Kiki;21;Spain;61;69;Extremadura UD;Left;Medium/ Medium;No;LB;30;57;61;43;69;61;37;64;57;57;44
M. Warcholak;28;Poland;61;61;Wisła Płock;Left;Medium/ Medium;No;LB;26;48;51;49;67;56;43;70;71;49;67
Romero;22;Spain;61;69;Extremadura UD;Right;Medium/ Medium;No;CAM;55;23;64;66;82;74;58;49;28;32;41
S. Puri;30;Estonia;61;61;Waterford FC;Right;High/ Low;No;CAM;55;46;56;63;66;79;56;82;48;59;50
Kim Yong Jin;25;Korea Republic;61;66;Ulsan Hyundai FC;Right;High/ Medium;No;ST;63;64;56;61;70;60;45;54;79;57;40
S. Moussa;30;Tunisia;61;61;Dundee FC;Right;Medium/ Low;No;ST;60;62;55;54;60;54;64;69;83;82;52
Luis Díaz;23;Spain;61;69;CD Lugo;Right;Medium/ High;No;CM;38;58;61;59;54;58;58;61;64;60;51
L. Ameka Autchanga;21;Gabon;61;71;Chamois Niortais Football Club;Right;Medium/ Low;No;RM;57;48;68;64;83;81;44;49;34;38;61
J. Vega;20;Mexico;61;73;Tigres U.A.N.L.;Right;Medium/ High;No;ST;60;54;61;62;61;65;65;60;67;45;56
Y. Gutiérrez;37;Mexico;61;61;Club Necaxa;Right;Medium/ Medium;No;GK;13;13;14;25;44;39;23;30;66;29;23
L. Daschner;19;Germany;61;75;MSV Duisburg;Right;Medium/ Medium;No;CAM;49;39;59;61;72;74;51;59;60;50;35
T. Goppel;21;Netherlands;61;70;ADO Den Haag;Right;Medium/ High;No;RW;52;57;64;62;77;68;58;72;64;50;49
M. Rodas;21;Germany;61;69;FSV Zwickau;Left;Medium/ Medium;No;LM;41;33;67;67;79;92;46;68;40;50;45
F. Quiroz;20;Argentina;61;73;Club Atlético Colón;Left;Medium/ Medium;No;LB;47;56;60;57;71;69;63;62;68;65;48
R. Idda;29;Italy;61;62;Cosenza;Right;Medium/ Medium;No;CB;23;69;30;30;56;49;45;62;65;55;39
M. Petrasso;22;Canada;61;65;Montreal Impact;Right;Medium/ Medium;No;RB;49;38;64;62;72;91;45;58;56;55;58
J. Angulo;21;Mexico;61;69;Club Tijuana;Left;High/ Low;No;LM;51;55;60;61;70;56;64;56;54;64;60
M. Thalhammer;20;Germany;61;72; SSV Jahn Regensburg;Right;Medium/ Medium;No;CM;32;62;57;65;53;53;57;65;74;58;40
J. Hildebrandt;21;Germany;61;68;FC Hansa Rostock;Right;Medium/ Medium;No;CDM;48;55;59;63;66;67;58;73;66;54;41
Robert;17;Spain;61;81;Real Betis;Left;High/ Medium;No;RW;60;50;70;50;65;71;58;51;53;34;70
M. O'Leary;21;England;61;72;Bristol City;Right;Medium/ Medium;No;GK;10;11;13;19;38;30;25;43;52;26;29
A. Ståhl;23;Sweden;61;67;Dalkurd FF;Right;Medium/ Medium;No;LM;60;44;66;60;68;50;66;46;65;32;60
R. Griffiths;18;England;61;84;Olympique Lyonnais;Right;High/ Medium;No;ST;65;64;51;53;68;53;58;48;67;44;65
Iván;21;Spain;61;74;Real Betis;Left;Medium/ Medium;No;LM;55;45;62;51;65;63;55;69;65;28;53
G. Taft;24;England;61;63;Cambridge United;Left;Medium/ Medium;No;LCB;33;63;42;52;54;57;46;79;79;59;33
H. Johansen;25;Norway;61;64;SK Brann;Right;High/ High;No;ST;60;66;47;61;62;64;63;74;79;70;55
S. Facey;23;England;61;68;Northampton Town;Right;Medium/ Medium;No;RB;28;57;56;59;65;72;26;65;63;74;31
V. Golemić;27;Serbia;61;64;Crotone;Right;Low/ High;No;CB;26;51;30;38;47;38;36;60;75;71;35
F. Álvarez;18;Argentina;61;80;San Martín de San Juan;Right;Medium/ Medium;No;CB;27;53;36;51;62;50;43;66;59;46;46
J. Asiri;20;Saudi Arabia;61;73;Al Wehda;Left;Medium/ Low;No;ST;63;64;59;58;68;62;57;58;58;51;59
J. Melling;23;Australia;61;63;Central Coast Mariners;Right;Medium/ Medium;No;CDM;40;40;52;56;60;74;53;70;72;81;36
G. Leigh;23;England;61;65;NAC Breda;Left;High/ Medium;No;LWB;45;59;62;57;77;57;44;59;70;53;39
Lee Jae Ik;19;Korea Republic;61;74;Gangwon FC;Right;Medium/ Medium;No;CB;21;61;27;39;53;41;39;61;65;65;32
Tang Jiashu;27;China PR;61;61;Chongqing Dangdai Lifan FC SWM Team;Right;Medium/ High;No;LCB;29;55;46;46;67;59;47;65;69;66;40
J. Keohane;27;Republic of Ireland;61;62;Cork City;Right;High/ Medium;No;CDM;58;50;64;63;77;68;55;68;59;56;56
S. Boyd;32;Scotland;61;61;Kilmarnock;Right;Medium/ Medium;No;CB;49;62;43;56;29;50;48;59;79;65;41
Darío Poveda;21;Spain;61;71;Atlético Madrid;Right;Medium/ Medium;No;ST;65;62;61;60;61;58;57;55;45;35;55
A. Al Fiqi;25;Saudi Arabia;61;64;Al Hilal;Left;Medium/ Low;No;RM;47;43;64;62;71;69;53;53;56;31;53
E. Fernández;25;Mexico;61;65;Tigres U.A.N.L.;Right;Medium/ Medium;No;GK;17;14;8;16;44;49;24;33;57;42;24
J. Bonham;24;Republic of Ireland;61;67;Bristol Rovers;Right;Medium/ Medium;No;GK;19;17;19;22;43;32;19;41;66;22;16
D. Haspolat;18;Netherlands;61;76;Excelsior;Right;Medium/ Medium;No;CM;46;41;64;65;67;77;52;58;56;53;47
R. Yamazaki;29;Japan;61;61;Kashiwa Reysol;Right;Medium/ Medium;No;LM;64;61;67;63;72;64;65;63;68;29;69
M. Hazazi;30;Saudi Arabia;61;61;Al Fateh;Right;Medium/ Medium;No;RB;36;41;63;49;87;74;46;80;57;62;36
Y. Otayn;27;Saudi Arabia;61;62;Al Raed;Right;Low/ High;No;CDM;24;56;53;58;61;72;46;71;76;71;35
G. Coke;32;England;61;61;Oldham Athletic;Right;High/ High;No;CM;51;54;55;60;66;71;69;60;74;55;66
D. Lanius;21;Germany;61;69;SC Preußen Münster;Right;Medium/ Medium;No;CB;21;66;31;43;55;51;56;59;85;66;31
Ha Sung Min;31;Korea Republic;61;61;Gyeongnam FC;Right;Medium/ Medium;No;LCM;45;53;49;61;66;91;62;65;82;65;58
I. La Rocca;34;Italy;61;61;Melbourne City FC;Left;Low/ High;No;CB;46;64;52;55;44;36;57;63;70;62;53
A. Hazazi;24;Saudi Arabia;61;66;Ettifaq FC;Left;Medium/ Medium;No;LDM;43;58;62;65;65;62;52;68;62;60;44
N. Tiknizyan;19;Russia;61;74;PFC CSKA Moscow;Left;High/ Medium;No;LM;55;54;64;63;74;54;58;66;58;32;63
B. Pindroch;26;Slovakia;61;63;Notts County;Right;Medium/ Medium;No;GK;10;13;20;25;28;32;23;24;51;40;15
N. Heidemann;23;Germany;61;66;SC Preußen Münster;Left;Medium/ Medium;No;LB;38;55;58;56;72;61;50;69;71;61;42
S. Mbakata;20;France;61;70;FC Sochaux-Montbéliard;Right;Medium/ Medium;No;RB;27;42;54;47;79;56;24;74;68;47;39
R. Harley;33;England;61;61;Milton Keynes Dons;Right;Medium/ Medium;No;LM;58;54;62;63;52;76;67;71;59;55;63
P. Hercher;22;Germany;61;67;SG Sonnenhof Großaspach;Right;High/ High;No;RM;62;42;59;60;69;63;63;62;73;64;50
L. Balerdi;19;Argentina;61;78;Boca Juniors;Right;Low/ Medium;No;CB;23;56;31;37;55;43;45;62;77;48;40
G. Guerrieri;22;Italy;61;68;Lazio;Right;Medium/ Medium;No;GK;13;19;16;20;41;35;23;22;67;18;23
L. Kramer;18;Netherlands;61;75;FC Groningen;Right;Medium/ Medium;No;CB;29;59;30;39;63;45;43;57;72;54;42
A. Tozzo;25;Italy;61;66;Hellas Verona;Left;Medium/ Medium;No;GK;12;10;14;14;31;26;20;21;37;20;25
A. Domínguez;27;Mexico;61;62;Deportivo Toluca;Left;Medium/ Medium;No;CM;32;56;62;63;64;57;51;61;65;62;48
A. Melo;22;Argentina;61;72;Gimnasia y Esgrima La Plata;Right;Medium/ Low;No;RM;57;50;65;61;69;73;55;58;62;28;58
S. Al Qeshtah;25;Saudi Arabia;61;63;Al Hazem;Left;Medium/ Medium;No;LCB;25;60;44;48;54;47;36;63;63;54;44
J. Partington;28;Wales;61;61;Bristol Rovers;Right;Medium/ High;No;RB;33;62;54;61;64;57;37;61;75;63;30
M. Gillespie;26;England;61;64;Motherwell;Right;Medium/ Medium;No;GK;16;11;17;29;34;37;24;39;66;23;19
D. Gyollai;21;Hungary;61;74;Stoke City;Right;Medium/ Medium;No;GK;19;19;16;20;45;31;20;29;60;25;27
J. Cook;28;England;61;61;Grimsby Town;Right;Medium/ Medium;No;CAM;57;57;56;59;74;88;55;77;60;44;60
T. Hudson-Wihongi;23;New Zealand;61;67;;Right;Medium/ Medium;No;CDM;45;60;57;60;70;62;41;68;70;72;52
J. Tuominen;22;Finland;61;69;;Right;High/ Medium;No;ST;62;64;59;55;70;59;55;51;56;59;72
T. Smith;22;England;61;67;Southend United;Left;Medium/ Medium;No;GK;11;13;12;18;45;38;16;40;37;22;14
Kim Young Sin;32;Korea Republic;61;61;Gangwon FC;Right;Medium/ Medium;No;CAM;66;51;63;64;66;70;60;67;34;58;59
Li Songyi;25;China PR;61;64;Shandong Luneng TaiShan FC;Right;Medium/ Medium;No;RB;58;73;58;57;54;55;32;68;72;52;35
R. Wulle;24;Germany;61;68;SV Sandhausen;Right;Medium/ Medium;No;GK;12;17;10;22;44;33;18;32;73;21;22
A. Al Khulaif;21;Saudi Arabia;61;73;Al Ahli;Right;High/ Medium;No;RM;42;33;65;64;86;84;54;51;30;31;53
A. Fontana;18;United States;61;79;Philadelphia Union;Right;High/ High;No;CAM;54;55;60;61;68;70;65;66;56;58;59
P. Prado;22;Peru;61;72;FC Nantes;Right;Medium/ Medium;No;RB;32;38;48;54;72;71;36;62;36;42;42
M. Rocca;22;Italy;61;69;Livorno;Right;High/ Medium;No;LCM;45;47;58;64;63;58;59;67;34;57;57
J. Vogliotti;33;Argentina;61;61;Jaguares de Córdoba;Right;Medium/ Medium;No;ST;63;63;51;59;55;54;61;53;66;32;60
K. Yoshino;23;Japan;61;67;Sanfrecce Hiroshima;Right;Medium/ High;No;CB;20;56;25;31;65;38;35;53;76;64;32
Liu Yang;27;China PR;61;63;Beijing Renhe FC;Right;Low/ High;No;CB;32;58;52;53;61;58;34;66;73;65;32
D. Moreno;23;Colombia;61;68;Junior FC;Right;Medium/ Medium;No;RM;58;58;59;50;87;86;49;83;53;43;58
M. Comba;24;Argentina;61;66;Gimnasia y Esgrima La Plata;Right;Medium/ Medium;No;RM;74;66;63;60;58;57;59;60;57;28;64
L. Gambin;25;Malta;61;63;Crawley Town;Left;Medium/ Medium;No;LM;57;38;67;66;70;72;45;52;38;34;46
E. Maanane;23;France;61;66;Grenoble Foot 38;Right;Medium/ Medium;No;ST;65;60;63;58;70;66;59;50;56;31;65
M. Meneses;19;Chile;61;71;CD O'Higgins;Right;Medium/ Low;No;CAM;60;35;48;63;67;68;49;78;50;34;59
T. Børkeeiet;19;Norway;61;79;Stabæk Fotball;Right;Medium/ Medium;No;RCM;44;53;58;62;64;63;53;70;66;60;43
A. Bennett;36;Republic of Ireland;61;61;Cork City;Right;Low/ Medium;No;RCB;22;59;19;41;27;25;43;27;86;72;21
M. Martic;22;Austria;61;64;SK Rapid Wien;Right;Medium/ Medium;No;CDM;45;55;54;65;70;68;47;59;83;53;45
Chico;27;Korea Republic;61;62;Pohang Steelers;Right;Medium/ Low;No;CM;48;46;57;60;63;57;65;78;55;42;52
J. Lindsey;18;United States;61;80;Sporting Kansas City;Right;Medium/ Medium;No;RB;42;52;60;59;69;72;58;67;61;65;36
D. Vlahovic;18;Serbia;61;80;Fiorentina;Left;Medium/ Medium;No;ST;65;62;55;55;64;55;62;62;67;41;65
Miquel Parera;22;Spain;61;68;RCD Mallorca;Right;Medium/ Medium;No;GK;11;17;12;21;38;42;22;44;41;27;21
Diego Pampín;18;Spain;61;79;RC Celta;Left;Medium/ Medium;No;LB;27;62;51;57;68;60;40;60;58;49;43
J. Suárez;21;United States;61;69;Querétaro;Right;High/ Medium;No;RM;58;41;65;64;67;54;60;66;57;30;60
M. Reule;24;Germany;61;67;SG Sonnenhof Großaspach;Right;Medium/ Medium;No;GK;15;15;14;22;34;33;26;21;51;17;29
Bai Yuefeng;31;China PR;61;61;Tianjin TEDA FC;Right;High/ Medium;No;RB;50;54;53;58;63;61;55;71;73;66;30
V. Müller;19;Austria;61;75;SCR Altach;Right;Medium/ Medium;No;LCM;42;50;58;63;70;74;52;70;50;61;44
C. Ferreira;18;Argentina;61;81;River Plate;Right;Medium/ Low;No;CAM;45;52;61;63;65;58;62;51;47;40;56
J. Houghton;22;England;61;68;Milton Keynes Dons;Right;Medium/ High;Yes;RCM;49;53;54;64;71;45;50;75;64;65;39
N. Smith;22;England;61;64;Port Vale;Right;Medium/ Medium;No;LCB;24;62;22;30;59;51;31;79;70;67;32
L. Carillo;21;Italy;61;68;Brescia;Left;Medium/ Medium;No;CB;29;61;42;47;58;64;50;62;67;59;32
S. Ruiz;20;Colombia;61;73;Envigado FC;Left;Medium/ Medium;No;LCB;31;58;55;51;68;65;31;68;70;54;40
L. Amarilla;22;Paraguay;61;70;Vélez Sarsfield;Right;Medium/ Medium;No;ST;71;67;65;52;54;56;57;43;61;30;68
S. Ormeño;24;Mexico;61;65;Puebla FC;Right;Low/ Low;No;ST;64;69;55;56;51;45;67;60;68;54;67
P. Petrović;22;Sweden;61;66;IF Brommapojkarna;Right;Medium/ Medium;No;LW;58;35;65;64;73;81;65;46;38;51;26
R. Callachan;24;Scotland;61;66;St. Johnstone FC;Right;High/ High;No;CM;30;60;54;57;63;55;53;75;67;72;48
Leandro;29;Spain;61;63;RCD Mallorca;Left;Medium/ Medium;No;GK;22;19;23;22;34;51;22;36;52;13;23
Zhong JinBao;23;China PR;61;67;Henan Jianye FC;Right;Medium/ Medium;No;CM;54;35;57;58;66;61;56;80;67;64;48
Park Dae Han;22;Korea Republic;61;70;Jeonnam Dragons;Right;Medium/ Medium;No;GK;8;11;8;12;42;46;20;30;52;16;10
D. Burgzorg;19;Netherlands;61;75;De Graafschap;Right;Medium/ Medium;No;RM;54;41;64;67;75;75;65;60;61;43;51
Marcus Vinícius;34;Brazil;61;61;Arka Gdynia;Right;Medium/ Medium;No;RM;65;63;70;62;67;68;63;71;67;40;70
V. Wernersson;22;Sweden;61;69;IFK Göteborg;Left;High/ Medium;No;LWB;40;45;57;64;67;62;47;68;60;46;29
Roger Riera;23;Spain;61;68;Villarreal CF;Right;Medium/ High;No;CB;27;71;46;54;40;58;50;40;71;59;43
N. Blissett;28;England;61;61;Macclesfield Town;Right;Medium/ Medium;No;ST;59;65;49;61;72;71;67;68;83;60;62
F. Sulmoni;32;Switzerland;61;61;FC Lugano;Right;Medium/ High;No;LCB;39;58;45;51;33;59;44;46;78;51;44
M. Harrer;26;Austria;61;62;FC Wacker Innsbruck;Right;High/ Medium;No;LCM;57;43;62;61;68;76;63;61;74;28;56
M. Havekotte;22;Netherlands;61;70;ADO Den Haag;Right;Medium/ Medium;No;GK;13;13;20;27;43;36;23;23;52;19;21
S. Bastoni;21;Italy;61;73;Spezia;Left;Medium/ Medium;No;RW;48;56;63;64;62;64;58;62;59;52;52
A. Rinomhota;21;England;61;74;Reading;Right;Medium/ Medium;No;RCM;48;51;63;64;71;70;50;73;63;55;45
J. Caletti;19;Australia;61;73;Brisbane Roar;Right;Medium/ Medium;No;CDM;38;45;60;62;68;89;45;73;44;52;38
G. Ray;24;Wales;61;68;Crewe Alexandra;Right;Medium/ Medium;No;RCB;15;62;49;47;65;59;20;66;74;55;28
Zhang Chenglin;31;China PR;61;61;Guangzhou Evergrande Taobao FC;Right;High/ Medium;No;RB;39;57;57;58;72;62;33;64;69;47;37
L. Mokhevishvili;22;Georgia;61;74;Albacete BP;Right;Medium/ Medium;No;CDM;34;55;62;61;55;58;62;45;46;68;50
V. Myhra;21;Norway;61;72;Odds BK;Right;Medium/ Medium;No;GK;14;15;17;16;48;30;21;33;65;21;24
Chen Hao;25;China PR;61;64;Henan Jianye FC;Right;Medium/ Medium;No;RCB;34;68;36;55;61;57;63;60;62;62;47
M. Ferreira;21;France;61;71;Red Star FC;Right;Medium/ Medium;No;RB;30;54;60;62;65;65;49;59;54;53;50
M. Moënza;24;Sweden;61;66;Dalkurd FF;Left;Medium/ Medium;No;LB;24;48;49;58;86;74;58;72;66;74;28
A. Swolfs;20;Belgium;61;72;Waasland-Beveren;Right;Medium/ Medium;No;GK;8;17;12;17;37;42;19;25;57;34;31
K. Machida;20;Japan;61;75;Kashima Antlers;Left;Medium/ Medium;No;CB;24;52;23;48;80;56;48;60;82;66;35
A. Babacan;18;Turkey;61;76;Galatasaray SK;Left;Medium/ Low;No;CAM;48;47;67;61;74;68;55;34;47;43;52
K. Gutiérrez;21;Argentina;61;75;Gimnasia y Esgrima La Plata;Right;Medium/ Medium;No;CM;43;48;60;59;73;71;61;73;49;62;53
K. Appiah-Kubi;26;Australia;61;62;Incheon United FC;Right;Medium/ Medium;No;RW;42;63;68;58;92;90;41;78;58;51;39
P. Keegan;33;Republic of Ireland;61;61;Waterford FC;Right;Medium/ High;No;CDM;52;57;48;62;63;66;62;58;66;72;52
K. Woolery;23;England;61;64;Swindon Town;Right;High/ Medium;No;ST;63;54;61;58;90;68;52;70;61;33;61
J. Vagnoman;17;Germany;61;83;Hamburger SV;Right;High/ Medium;No;LB;30;38;64;61;76;69;31;72;73;56;32
A. Kostić;22;Serbia;61;68;SK Rapid Wien;Right;Medium/ Medium;No;RM;59;45;65;62;72;84;59;64;33;38;56
B. Nugent;24;England;61;64;Stevenage;Left;Medium/ Medium;No;LCB;30;65;22;38;43;49;48;58;83;64;37
S. Habergham;26;England;61;61;Lincoln City;Left;Medium/ Medium;No;LB;27;56;54;56;56;64;53;74;66;49;65
H. Ayaroğlu;23;Turkey;61;70;Alanyaspor;Left;Medium/ Medium;No;CAM;42;47;60;64;50;48;56;36;41;47;60
J. Brandon;20;Scotland;61;75;Heart of Midlothian;Right;High/ High;No;RB;38;52;62;63;84;70;64;59;67;61;50
E. Omondi;23;Kenya;61;66;IF Brommapojkarna;Right;Medium/ Medium;No;RW;59;53;62;60;88;58;59;68;57;57;38
R. Alvarez;19;Chile;61;79;Colo-Colo;Left;Medium/ Medium;No;LM;52;50;64;63;69;68;54;67;65;45;48
B. Purkiss;34;England;61;61;Walsall;Right;Medium/ Medium;No;RB;26;60;48;59;46;54;35;68;75;65;17
T. Basila;19;France;61;78;FC Nantes;Right;Medium/ Medium;No;CB;28;69;30;61;62;63;42;61;67;61;42
M. Rose;23;England;61;66;Grimsby Town;Right;Medium/ High;No;CM;55;55;59;61;77;67;63;84;83;78;68
Y. Schmid;23;Switzerland;61;71;FC Luzern;Right;Low/ High;No;CB;28;67;35;38;58;51;36;63;67;53;33
Christovao;25;Angola;61;64;Zagłębie Sosnowiec;Right;Medium/ Medium;No;RM;65;67;61;64;77;64;59;67;77;72;59
I. Magnusson;20;Sweden;61;74;Kalmar FF;Right;Medium/ Medium;No;RM;52;46;63;65;77;70;48;78;55;62;49
M. Wintzheimer;19;Germany;61;77;Hamburger SV;Right;Medium/ Medium;No;ST;67;57;55;58;65;71;63;63;68;51;55
K. Anzai;23;Japan;61;67;Sagan Tosu;Left;Medium/ Medium;No;RB;37;45;57;63;66;63;51;65;47;55;41
D. Mihajlovic;26;Switzerland;61;62;FC Lugano;Right;Medium/ Medium;No;RWB;52;45;59;64;70;60;65;74;69;62;29
D. Emmanouilidis;17;Greece;61;77;Panathinaikos FC;Right;High/ Medium;No;RM;55;50;65;61;78;77;50;56;40;30;50
P. Smyth;20;Northern Ireland;61;75;Queens Park Rangers;Right;High/ Medium;No;RM;62;48;65;62;84;88;58;59;44;49;61
K. Kristinsson;19;Iceland;61;74;Willem II;Right;Medium/ Medium;No;LW;56;57;67;66;66;71;54;33;70;42;55
D. Duhaney;19;England;61;77;Huddersfield Town;Right;High/ Medium;No;RB;27;50;57;59;70;72;51;67;65;56;32
L. Østigård;18;Norway;61;81;Brighton & Hove Albion;Right;Medium/ High;No;CB;33;66;40;49;69;68;46;52;69;65;42
Lee Bum Soo;27;Korea Republic;61;62;Gyeongnam FC;Right;Medium/ Medium;No;GK;9;10;11;13;63;44;22;23;64;13;24
Yi Fan;26;China PR;61;65;Changchun Yatai FC;Right;Medium/ Medium;No;GK;11;25;17;27;47;52;21;35;61;25;17
Robert Sanchez;20;Spain;61;73;Forest Green Rovers;Right;Medium/ Medium;No;GK;14;15;13;22;45;31;27;21;64;27;15
S. Macías;22;Colombia;61;72;Independiente Medellín;Left;Medium/ Medium;No;LB;36;38;61;58;78;74;51;83;63;54;45
M. Egho;24;Austria;61;67;Randers FC;Left;Medium/ Medium;No;RS;58;55;58;62;77;79;58;53;68;44;58
P. Pfeiffer;18;Germany;61;79;Hamburger SV;Right;Medium/ Medium;No;CB;23;63;49;53;56;42;47;55;72;55;43
B. Anderson;19;Scotland;61;77;Aberdeen;Right;High/ Medium;No;ST;65;55;63;62;76;68;60;54;43;33;50
L. Grimshaw;23;England;61;69;Motherwell;Right;Medium/ High;No;RWB;38;52;53;64;63;66;58;74;75;77;50
V. Vermeer;22;Netherlands;61;65;NAC Breda;Right;Medium/ Medium;No;CDM;39;32;55;60;68;60;64;68;55;67;41
M. Kaasa;20;Norway;61;74;Odds BK;Right;Medium/ Medium;No;CM;45;49;67;64;71;80;50;66;50;40;45
H. Al Shamrani;21;Saudi Arabia;61;72;Al Faisaly;Left;High/ Medium;No;LB;49;49;62;63;83;67;62;56;71;71;53
C. Sierra;27;Colombia;61;61;Deportes Iquique;Right;Medium/ High;No;RDM;67;39;59;71;62;71;64;72;58;71;58
E. Mensah;20;Ghana;61;72;HJK Helsinki;Left;Medium/ Medium;No;RW;56;41;64;61;81;85;54;62;43;24;46
S. Baradji;22;France;61;68;Red Star FC;Right;High/ Low;No;ST;65;59;56;55;79;66;57;58;69;49;64
M. Igonen;21;Estonia;61;71;Lillestrøm SK;Right;Medium/ Medium;No;GK;10;15;14;12;27;30;24;20;60;30;13
S. Galloway;23;Australia;61;65;Adelaide United;Right;High/ Low;No;LB;35;50;62;58;76;71;40;67;68;45;39
D. Moreno;22;Colombia;61;71;Envigado FC;Left;Medium/ Low;No;CM;58;46;56;58;53;70;61;73;69;54;42
Zhang Cheng;29;China PR;61;61;Tianjin Quanjian FC;Right;Medium/ Medium;No;RB;24;69;48;59;67;71;30;67;72;51;36
Ma Xingyu;28;China PR;61;61;Henan Jianye FC;Right;Medium/ Medium;No;CM;34;47;55;58;67;57;54;73;66;65;40
T. Mokwa;25;Poland;61;64;Piast Gliwice;Right;Medium/ Medium;No;RB;47;50;62;60;68;63;41;68;59;50;37
D. Lippert;22;Germany;61;70;1. FC Nürnberg;Left;Medium/ Medium;No;LB;25;42;54;62;68;75;33;61;35;56;28
Y. Tatsuta;20;Japan;61;77;Shimizu S-Pulse;Right;Medium/ High;No;RB;34;46;66;69;60;68;37;68;73;68;42
M. Hjulmand;19;Denmark;61;72;FC Admira Wacker Mödling;Right;High/ High;No;LCM;43;53;58;62;62;63;59;67;66;59;44
Y. Shimaya;29;Japan;61;61;Sagan Tosu;Right;High/ Medium;No;CF;63;60;66;65;68;67;58;66;43;37;57
J. Lotomba;19;Switzerland;61;78;BSC Young Boys;Right;Medium/ Medium;No;LB;44;51;59;61;75;72;57;67;52;53;50
Hiago;26;Brazil;61;61;Kalmar FF;Right;Medium/ Medium;No;RM;61;56;68;60;69;72;59;67;37;31;30
K. Scheidhauer;26;Germany;61;61;FC Energie Cottbus;Right;Medium/ Medium;No;ST;60;59;55;53;64;60;70;68;78;60;57
An Jin Beom;26;Korea Republic;61;64;Sangju Sangmu FC;Right;High/ Medium;No;CAM;59;43;60;60;66;70;57;46;43;58;50
M. Kakuda;34;Japan;61;61;Shimizu S-Pulse;Right;Low/ High;No;CB;26;61;41;44;52;51;43;51;74;61;42
Kang Ji Yong;28;Korea Republic;61;61;Incheon United FC;Right;Medium/ High;No;CB;35;67;31;27;60;60;57;77;80;71;31
J. Gulley;25;New Zealand;61;64;;Right;Medium/ Medium;No;RB;48;56;55;55;80;77;50;68;74;65;40
